doc_id,letter_id,date,regest_id,regest_text,latin_text,enhg_text,rest_text,text,text_with_regest,n_sentences
file12630_regest1,file12630,1546-09-13,regest1,"Es gibt guten Grund zur Freude über die Wahl des [für das Münster bestimmten] Pfarrers! Zwar schlugen die Störenfriede [ und ] dem Großen Rat einheimische (um ja niemanden von außerhalb zu erhalten) und buceranisch gesinnte Kandidaten vor und lobten diese auf ihre verlogene Art über alle Maßen. Doch konnte man trotz allem den [Pfarrer] durchsetzen. Nun möge dafür sorgen, dass vonseiten keine Verzögerung eintritt!","Gratia et pax a domino. Optime , lętare res ex voto cessisse in concionatore eligendo! Nominarunt nostri turbatores tres Buceranos ducentis , qui et sunt, quos miris encomiis licet mendaciter ad astra extulerunt precibus adhibitis, ne extraneos acciperemus, sed indigenas. Nos vero non dormitavimus et obtinuimus d. . Effice ergo, ne sit in senatu mora vel impedimentum!",,,"Gratia et pax a domino. Optime , lętare res ex voto cessisse in concionatore eligendo! Nominarunt nostri turbatores tres Buceranos ducentis , qui et sunt, quos miris encomiis licet mendaciter ad astra extulerunt precibus adhibitis, ne extraneos acciperemus, sed indigenas. Nos vero non dormitavimus et obtinuimus d. . Effice ergo, ne sit in senatu mora vel impedimentum!","[Summary: Es gibt guten Grund zur Freude über die Wahl des [für das Münster bestimmten] Pfarrers! Zwar schlugen die Störenfriede [ und ] dem Großen Rat einheimische (um ja niemanden von außerhalb zu erhalten) und buceranisch gesinnte Kandidaten vor und lobten diese auf ihre verlogene Art über alle Maßen. Doch konnte man trotz allem den [Pfarrer] durchsetzen. Nun möge dafür sorgen, dass vonseiten keine Verzögerung eintritt!] Gratia et pax a domino. Optime , lętare res ex voto cessisse in concionatore eligendo! Nominarunt nostri turbatores tres Buceranos ducentis , qui et sunt, quos miris encomiis licet mendaciter ad astra extulerunt precibus adhibitis, ne extraneos acciperemus, sed indigenas. Nos vero non dormitavimus et obtinuimus d. . Effice ergo, ne sit in senatu mora vel impedimentum!",5
file12630_regest2,file12630,1546-09-13,regest2,"- Was nämlich über die Gespräche mit und [ erfuhr, hat er mit den anderen [ Zwinglianern] umgesetzt. So wurden im Rat der Zweihundert die zwei [als Kandidaten] vorgeschlagen: der eine aus [ ?], der andere aus [ ]. Als über die beiden ausgefragt wurde, befürwortete er den aus stammenden , weil dieser gelehrt, integer, erfahren und reif ist. Auch habe er eine volltönende und laute Stimme. Und so erhielt man diesen! [ und ] ärgern sich natürlich sehr darüber.","mihi communicaverat, quę tu cum eo locutus, simulque ; et ego deinde ea cum aliis executus sum. In senatu diacosiorum nominati sunt duo , unus a et a . Et interrogabar ego, cuiusmodi essent viri. Ego d. testimonium et calculum dedi, quod esset doctus, probus, integer, expertus et non nuperus, verum annis moribusque gravis et sonora voce praeditus. Obtinuimus ipsum. Dicebam quoque ipsum esse . Et licet egerrime ferant nostri turbatores ! Deus tamen nobis gratia sua adfuit, quem antea, priusquam sententię dicebantur, invocaveramus.",,,"mihi communicaverat, quę tu cum eo locutus, simulque ; et ego deinde ea cum aliis executus sum. In senatu diacosiorum nominati sunt duo , unus a et a . Et interrogabar ego, cuiusmodi essent viri. Ego d. testimonium et calculum dedi, quod esset doctus, probus, integer, expertus et non nuperus, verum annis moribusque gravis et sonora voce praeditus. Obtinuimus ipsum. Dicebam quoque ipsum esse . Et licet egerrime ferant nostri turbatores ! Deus tamen nobis gratia sua adfuit, quem antea, priusquam sententię dicebantur, invocaveramus.","[Summary: - Was nämlich über die Gespräche mit und [ erfuhr, hat er mit den anderen [ Zwinglianern] umgesetzt. So wurden im Rat der Zweihundert die zwei [als Kandidaten] vorgeschlagen: der eine aus [ ?], der andere aus [ ]. Als über die beiden ausgefragt wurde, befürwortete er den aus stammenden , weil dieser gelehrt, integer, erfahren und reif ist. Auch habe er eine volltönende und laute Stimme. Und so erhielt man diesen! [ und ] ärgern sich natürlich sehr darüber.] mihi communicaverat, quę tu cum eo locutus, simulque ; et ego deinde ea cum aliis executus sum. In senatu diacosiorum nominati sunt duo , unus a et a . Et interrogabar ego, cuiusmodi essent viri. Ego d. testimonium et calculum dedi, quod esset doctus, probus, integer, expertus et non nuperus, verum annis moribusque gravis et sonora voce praeditus. Obtinuimus ipsum. Dicebam quoque ipsum esse . Et licet egerrime ferant nostri turbatores ! Deus tamen nobis gratia sua adfuit, quem antea, priusquam sententię dicebantur, invocaveramus.",8
file12630_regest3,file12630,1546-09-13,regest3,"- muss bald nach kommen, da sein Onkel [...] in gestorben ist. möge [bis dann] für das weitere [Vorgehen] sorgen.","Brevi ad te veniam, quia patruus meus fato functus obiit. Tu reliqua procurabis. Deus dignetur nos sua gratia tueri.",,,"Brevi ad te veniam, quia patruus meus fato functus obiit. Tu reliqua procurabis. Deus dignetur nos sua gratia tueri.","[Summary: - muss bald nach kommen, da sein Onkel [...] in gestorben ist. möge [bis dann] für das weitere [Vorgehen] sorgen.] Brevi ad te veniam, quia patruus meus fato functus obiit. Tu reliqua procurabis. Deus dignetur nos sua gratia tueri.",3
file12630_regest4,file12630,1546-09-13,regest4,- Grüße.,"Salutabis universum clerum . Vale, optime, cum universa tua familia. Totus tuus . Vigilantissimo integerrimoque viro d. , ecclesiastę primario, patrono suo semper excolendo.",Datum 13. die septembris anno 1546.,,"Salutabis universum clerum . Vale, optime, cum universa tua familia. Totus tuus . Vigilantissimo integerrimoque viro d. , ecclesiastę primario, patrono suo semper excolendo. Datum 13. die septembris anno 1546.","[Summary: - Grüße.] Salutabis universum clerum . Vale, optime, cum universa tua familia. Totus tuus . Vigilantissimo integerrimoque viro d. , ecclesiastę primario, patrono suo semper excolendo. Datum 13. die septembris anno 1546.",5
file10468_regest1,file10468,1534-09-04,regest1,"Hat vor zwei Monaten eine Ermahnung an geschickt [ Nr. 407 ], die ihm nicht übergeben werden konnte, weshalb er sie ihm nochmals zusendet. Die Gegner der Wahrheit freuen sich darüber, daß die «Sakramentierer», womit die Anhänger der von und vertretenen Abendmahlsauffassung gemeint sind, vom [ ] Frieden ausgeschlossen sind, da deren Lehre im Reich nicht geduldet wird. bedauert das, erhofft aber von Besseres, um so mehr als berufen wurde, der dasselbe wie die lehrt, und rechtfertigt deren Abendmahlsverständnis, indem er es in den Grundzügen zusammenfaßt. Bittet , an der Wahrheit festzuhalten, und bietet seine Hilfe an.",,"Wiewol ich berycht und eygentlich weyß, daß u[wer] f[ürstliche] g[naden] mines vermanens nitt notwendig, noch denocht hab ich guͦter vertruwter meynung vor zweyen monaten ein vermanung an u.f.g. geschryben , die ouch überschickt, wiewol sy u.f.g. nitt überantwurt , wie ich gehofft, one zwyfel uß gheiner untruw, sunder daß es sich vilicht sust nitt hatt, gschefften und krieglicher unruͦwen halben, fuͤgen wöllen . Dieselben überschick ich nochmalens und bitt, u.f.g. wölle sy willicklich vernemmen. Dann was geneygten, underdienstigen und getruwen willens zuͦ u.f.g. wir, die das euangelion Jesu Christi predgend inn den stetten der tragind, mitt was ernst wir ouch mittsampt unsern gemeynden für u.f.g. heyl, syg und wolfart zuͦ gott geschruwen, was fröuden wir ab u.f.g. syg enpfangen, weist , dem alle hertzen offen stond. Nun, so gott sin gnad und barmhertzigheyt rychlich mitt u.f.g. geteylt, sind wir für und für in sorgen, daß nitt ettwan unser hoffnung betruͤpt werde, me durch der mißgönner lyst dann durch u.f.g. wüssen oder willen. Es wirt mitt besondern fröuden vonn den mißgünstigen der warheyt geruͤmpt, wie die sacramentierer , das ist wir, so der leer vonn dem nachtmal Christi anhengig, die von loblicher gedächtnüß und uß heyliger geschrifft und allten leereren herfür tragen, uß dem fryden geschlossen, allß dero leer und wäsen imm heyligen rych nitt sölle geduldet werden . Das unß nun hoch bedurte, wo daran ützid sin söllte. Wir hoffend aber zuͦ u.f.g., deßglich zuͦ dem durchlüchtigen, gantz christlichen fürsten und h[erren], h[err] , bessers, insonders so der hochgelert M. , unser insonders geliepter bruͦder und mitarbeyter inn evang[elio] Christi, von u.f.g. beruͤft und ze leeren uffgestellt ist, der bißhar mitt unß und wir mitt imm einfalltiglich , trüwlich und einmuͤtig in disem und andern hendlen geleert, vonn dem u.f.g. ouch wol verstanden, was unser meynung, und daß wir die waren gägenwirte [!] Christi imm nachtmol nitt verlougnend, ouch nie verlougnet habend, doch mitt dem underscheyd, daß alle fleyschliche gedancken hingelegt und alleß geistlich , himelisch, inn anschowung und betrachtung deß gloubens nach art der sacramenten verstanden werde, wie es ouch und andere heylige lerer verstanden , die bekendt und gelert, das der angenommen, naturlich, endsam lyb Christi inn hymlen an einem ort, hieniden aber ouch inn betrachtung deß gloubens mitt sinen gnaden geistlich und krefftiglich by uns sye , daß dorumb er mitt sinem lyb nitt muͤsse vonn ort ze ort bewegt werden, der ouch warlich imm geist und nitt fleyschlich geessen wirt vonn glöubigen, dann die unglöübigen das sacrament essend, aber nitt das, so durch das sacrament bedütet und fürgetragen wirt . Gnedigster fürst und herr, ich bitt u.f.g. umb gottes willen, sy wölle diß min schryben gnedencklich uffnemmen, bedencken und ze hertzen fassen, trüwlich ob der warheyt hallten , damitt dem rächten und waaren herfür geholffen, die nienen verduncklet, warer gottesdienst gepflanzt, rächte und nütze studia gefürdert und aller superstition geweert werde. Wo sich noch bißhar die warheyt herfür gethon un iro nitt stattlich, dappferlich mitt grossem ernst nachkummen, hatt sy sich widerumb verloren mitt grossem schaden dero, die sy nitt ernstlich, volkommen, und wie es hört , annamend. Gott wölle u. f. g in sinem willen, ze sinen eern und ze heyl der christenen gmeind trüwlich erhallten, daß sy glich den frommen fürsten David, Ezechia, Josaphat und Josia handlend eewigs heyl und lob erlange. Was ich aber darzuͦ mitt getrüwen diensten helffen, deßglych mitt leeren und schryben, ouch ernstlichem bitten zuͦ gott, nützen möchte , will ich (weiß ouch, daß alle andere diener des worts by unß des früntlichen embietens sind) alle zyt bereydt sin. Bittend, u.f.g. wölle unß befolhen haben umb der warheyt und deß herren Jesu willen, deß unwirdige, doch beruͤffte diener wir sind. Datum , deß 4. septemb[ers] 1534.",,"Wiewol ich berycht und eygentlich weyß, daß u[wer] f[ürstliche] g[naden] mines vermanens nitt notwendig, noch denocht hab ich guͦter vertruwter meynung vor zweyen monaten ein vermanung an u.f.g. geschryben , die ouch überschickt, wiewol sy u.f.g. nitt überantwurt , wie ich gehofft, one zwyfel uß gheiner untruw, sunder daß es sich vilicht sust nitt hatt, gschefften und krieglicher unruͦwen halben, fuͤgen wöllen . Dieselben überschick ich nochmalens und bitt, u.f.g. wölle sy willicklich vernemmen. Dann was geneygten, underdienstigen und getruwen willens zuͦ u.f.g. wir, die das euangelion Jesu Christi predgend inn den stetten der tragind, mitt was ernst wir ouch mittsampt unsern gemeynden für u.f.g. heyl, syg und wolfart zuͦ gott geschruwen, was fröuden wir ab u.f.g. syg enpfangen, weist , dem alle hertzen offen stond. Nun, so gott sin gnad und barmhertzigheyt rychlich mitt u.f.g. geteylt, sind wir für und für in sorgen, daß nitt ettwan unser hoffnung betruͤpt werde, me durch der mißgönner lyst dann durch u.f.g. wüssen oder willen. Es wirt mitt besondern fröuden vonn den mißgünstigen der warheyt geruͤmpt, wie die sacramentierer , das ist wir, so der leer vonn dem nachtmal Christi anhengig, die von loblicher gedächtnüß und uß heyliger geschrifft und allten leereren herfür tragen, uß dem fryden geschlossen, allß dero leer und wäsen imm heyligen rych nitt sölle geduldet werden . Das unß nun hoch bedurte, wo daran ützid sin söllte. Wir hoffend aber zuͦ u.f.g., deßglich zuͦ dem durchlüchtigen, gantz christlichen fürsten und h[erren], h[err] , bessers, insonders so der hochgelert M. , unser insonders geliepter bruͦder und mitarbeyter inn evang[elio] Christi, von u.f.g. beruͤft und ze leeren uffgestellt ist, der bißhar mitt unß und wir mitt imm einfalltiglich , trüwlich und einmuͤtig in disem und andern hendlen geleert, vonn dem u.f.g. ouch wol verstanden, was unser meynung, und daß wir die waren gägenwirte [!] Christi imm nachtmol nitt verlougnend, ouch nie verlougnet habend, doch mitt dem underscheyd, daß alle fleyschliche gedancken hingelegt und alleß geistlich , himelisch, inn anschowung und betrachtung deß gloubens nach art der sacramenten verstanden werde, wie es ouch und andere heylige lerer verstanden , die bekendt und gelert, das der angenommen, naturlich, endsam lyb Christi inn hymlen an einem ort, hieniden aber ouch inn betrachtung deß gloubens mitt sinen gnaden geistlich und krefftiglich by uns sye , daß dorumb er mitt sinem lyb nitt muͤsse vonn ort ze ort bewegt werden, der ouch warlich imm geist und nitt fleyschlich geessen wirt vonn glöubigen, dann die unglöübigen das sacrament essend, aber nitt das, so durch das sacrament bedütet und fürgetragen wirt . Gnedigster fürst und herr, ich bitt u.f.g. umb gottes willen, sy wölle diß min schryben gnedencklich uffnemmen, bedencken und ze hertzen fassen, trüwlich ob der warheyt hallten , damitt dem rächten und waaren herfür geholffen, die nienen verduncklet, warer gottesdienst gepflanzt, rächte und nütze studia gefürdert und aller superstition geweert werde. Wo sich noch bißhar die warheyt herfür gethon un iro nitt stattlich, dappferlich mitt grossem ernst nachkummen, hatt sy sich widerumb verloren mitt grossem schaden dero, die sy nitt ernstlich, volkommen, und wie es hört , annamend. Gott wölle u. f. g in sinem willen, ze sinen eern und ze heyl der christenen gmeind trüwlich erhallten, daß sy glich den frommen fürsten David, Ezechia, Josaphat und Josia handlend eewigs heyl und lob erlange. Was ich aber darzuͦ mitt getrüwen diensten helffen, deßglych mitt leeren und schryben, ouch ernstlichem bitten zuͦ gott, nützen möchte , will ich (weiß ouch, daß alle andere diener des worts by unß des früntlichen embietens sind) alle zyt bereydt sin. Bittend, u.f.g. wölle unß befolhen haben umb der warheyt und deß herren Jesu willen, deß unwirdige, doch beruͤffte diener wir sind. Datum , deß 4. septemb[ers] 1534.","[Summary: Hat vor zwei Monaten eine Ermahnung an geschickt [ Nr. 407 ], die ihm nicht übergeben werden konnte, weshalb er sie ihm nochmals zusendet. Die Gegner der Wahrheit freuen sich darüber, daß die «Sakramentierer», womit die Anhänger der von und vertretenen Abendmahlsauffassung gemeint sind, vom [ ] Frieden ausgeschlossen sind, da deren Lehre im Reich nicht geduldet wird. bedauert das, erhofft aber von Besseres, um so mehr als berufen wurde, der dasselbe wie die lehrt, und rechtfertigt deren Abendmahlsverständnis, indem er es in den Grundzügen zusammenfaßt. Bittet , an der Wahrheit festzuhalten, und bietet seine Hilfe an.] Wiewol ich berycht und eygentlich weyß, daß u[wer] f[ürstliche] g[naden] mines vermanens nitt notwendig, noch denocht hab ich guͦter vertruwter meynung vor zweyen monaten ein vermanung an u.f.g. geschryben , die ouch überschickt, wiewol sy u.f.g. nitt überantwurt , wie ich gehofft, one zwyfel uß gheiner untruw, sunder daß es sich vilicht sust nitt hatt, gschefften und krieglicher unruͦwen halben, fuͤgen wöllen . Dieselben überschick ich nochmalens und bitt, u.f.g. wölle sy willicklich vernemmen. Dann was geneygten, underdienstigen und getruwen willens zuͦ u.f.g. wir, die das euangelion Jesu Christi predgend inn den stetten der tragind, mitt was ernst wir ouch mittsampt unsern gemeynden für u.f.g. heyl, syg und wolfart zuͦ gott geschruwen, was fröuden wir ab u.f.g. syg enpfangen, weist , dem alle hertzen offen stond. Nun, so gott sin gnad und barmhertzigheyt rychlich mitt u.f.g. geteylt, sind wir für und für in sorgen, daß nitt ettwan unser hoffnung betruͤpt werde, me durch der mißgönner lyst dann durch u.f.g. wüssen oder willen. Es wirt mitt besondern fröuden vonn den mißgünstigen der warheyt geruͤmpt, wie die sacramentierer , das ist wir, so der leer vonn dem nachtmal Christi anhengig, die von loblicher gedächtnüß und uß heyliger geschrifft und allten leereren herfür tragen, uß dem fryden geschlossen, allß dero leer und wäsen imm heyligen rych nitt sölle geduldet werden . Das unß nun hoch bedurte, wo daran ützid sin söllte. Wir hoffend aber zuͦ u.f.g., deßglich zuͦ dem durchlüchtigen, gantz christlichen fürsten und h[erren], h[err] , bessers, insonders so der hochgelert M. , unser insonders geliepter bruͦder und mitarbeyter inn evang[elio] Christi, von u.f.g. beruͤft und ze leeren uffgestellt ist, der bißhar mitt unß und wir mitt imm einfalltiglich , trüwlich und einmuͤtig in disem und andern hendlen geleert, vonn dem u.f.g. ouch wol verstanden, was unser meynung, und daß wir die waren gägenwirte [!] Christi imm nachtmol nitt verlougnend, ouch nie verlougnet habend, doch mitt dem underscheyd, daß alle fleyschliche gedancken hingelegt und alleß geistlich , himelisch, inn anschowung und betrachtung deß gloubens nach art der sacramenten verstanden werde, wie es ouch und andere heylige lerer verstanden , die bekendt und gelert, das der angenommen, naturlich, endsam lyb Christi inn hymlen an einem ort, hieniden aber ouch inn betrachtung deß gloubens mitt sinen gnaden geistlich und krefftiglich by uns sye , daß dorumb er mitt sinem lyb nitt muͤsse vonn ort ze ort bewegt werden, der ouch warlich imm geist und nitt fleyschlich geessen wirt vonn glöubigen, dann die unglöübigen das sacrament essend, aber nitt das, so durch das sacrament bedütet und fürgetragen wirt . Gnedigster fürst und herr, ich bitt u.f.g. umb gottes willen, sy wölle diß min schryben gnedencklich uffnemmen, bedencken und ze hertzen fassen, trüwlich ob der warheyt hallten , damitt dem rächten und waaren herfür geholffen, die nienen verduncklet, warer gottesdienst gepflanzt, rächte und nütze studia gefürdert und aller superstition geweert werde. Wo sich noch bißhar die warheyt herfür gethon un iro nitt stattlich, dappferlich mitt grossem ernst nachkummen, hatt sy sich widerumb verloren mitt grossem schaden dero, die sy nitt ernstlich, volkommen, und wie es hört , annamend. Gott wölle u. f. g in sinem willen, ze sinen eern und ze heyl der christenen gmeind trüwlich erhallten, daß sy glich den frommen fürsten David, Ezechia, Josaphat und Josia handlend eewigs heyl und lob erlange. Was ich aber darzuͦ mitt getrüwen diensten helffen, deßglych mitt leeren und schryben, ouch ernstlichem bitten zuͦ gott, nützen möchte , will ich (weiß ouch, daß alle andere diener des worts by unß des früntlichen embietens sind) alle zyt bereydt sin. Bittend, u.f.g. wölle unß befolhen haben umb der warheyt und deß herren Jesu willen, deß unwirdige, doch beruͤffte diener wir sind. Datum , deß 4. septemb[ers] 1534.",13
